Doc No,Tran Type,Customer ID,Class,OrderDate,ShipDate,Terms,Ship Method,Line No,Item,Ordered,Shipped,BackOrder,BackOrder2,PricePer,Status,SalesRepID,CustomerType,DiscountAmount,SOAmount,SOPaymentAmount,Available,InvoiceNo
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,2,TBK0110-0001-ST,2,0,0,2,10,OPEN,7,Wholesale,0,889.5,0,-2,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,1,TBK0110-0002-ST,2,0,0,2,10,OPEN,7,Wholesale,0,889.5,0,1,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,5,TBK0110-0004-ST,1,0,0,1,10,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,4,TBK0110-0005-ST,1,0,0,1,10,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,3,TBK0110-0015-ST,1,0,0,1,10,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,6,TBK0340-0001-ST,5,0,0,5,13.5,OPEN,7,Wholesale,0,889.5,0,1,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,7,TBK0340-0002-ST,7,0,0,7,13.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,8,TBK0340-0003-ST,3,0,0,3,13.5,OPEN,7,Wholesale,0,889.5,0,61,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,9,TBK0340-0004-ST,5,0,0,5,13.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,10,TBK0340-0005-ST,5,0,0,5,13.5,OPEN,7,Wholesale,0,889.5,0,18,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,11,TBK0340-0014-ST,4,0,0,4,13.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,12,TBK0341-0001,5,0,0,5,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,13,TBK0341-0002,9,0,0,9,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,14,TBK0341-0003,3,0,0,3,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,15,TBK0341-0004,5,0,0,5,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,16,TBK0341-0005,6,0,0,6,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33219,Sales Order,3029,Wholesale,5/11/2028,5/27/2028,Credit Card,UPS Ground,17,TBK0341-0014,4,0,0,4,11.5,OPEN,7,Wholesale,0,889.5,0,0,
33220,Sales Order,4542,Promotional,5/11/2028,5/20/2028,Credit Card,UPS NextDaySvr,2,BAA0002,3,3,0,0,50,Closed,7,Promotional,0,3325,0,0,In Queue
33220,Sales Order,4542,Promotional,5/11/2028,5/20/2028,Credit Card,UPS NextDaySvr,3,BAA0003,750,750,0,0,0.5,Closed,7,Promotional,0,3325,0,0,In Queue
33220,Sales Order,4542,Promotional,5/11/2028,5/20/2028,Credit Card,UPS NextDaySvr,1,DAC0160-0003,250,250,0,0,11,Closed,7,Promotional,0,3325,0,44,In Queue
33220,Sales Order,4542,Promotional,5/11/2028,5/20/2028,Credit Card,UPS NextDaySvr,4,RUSH,1,1,0,0,50,Closed,7,Promotional,0,3325,0,0,In Queue
33221,Sales Order,3083,Wholesale,5/11/2028,5/25/2028,Net 30,Pick Up,1,RCJ0004-0080,150,150,0,0,4.75,Closed,15,Wholesale,0,712.5,0,0,
33222,Sales Order,6274,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,1,DAC0741-0014,1,1,0,0,8,Closed,45,Retail,8,16.8,16.8,81,46009
33222,Sales Order,6274,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,2,BRS-0009,1,1,0,0,9.75,Closed,45,Retail,8,16.8,16.8,1096,46009
33222,Sales Order,6274,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,8,16.8,16.8,0,46009
33223,Sales Order,6275,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,4,BAA0001,2,2,0,0,10,Closed,45,Retail,8,143.75,143.75,0,46074
33223,Sales Order,6275,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,1,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,143.75,143.75,47,46074
33223,Sales Order,6275,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,2,ROF0030-0202,1,1,0,0,123.75,Closed,45,Retail,8,143.75,143.75,-2,46074
33223,Sales Order,6275,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8,143.75,143.75,0,46074
33224,Sales Order,6276,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,47.55,47.55,0,46075
33224,Sales Order,6276,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,1,RPH0001-0001-MS,1,1,0,0,30.5,Closed,45,Retail,0,47.55,47.55,1,46075
33224,Sales Order,6276,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,0,47.55,47.55,0,46075
33225,Sales Order,6277,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,2,DAC0741-0001,1,1,0,0,8,Closed,45,Retail,8,38.35,38.35,61,46011
33225,Sales Order,6277,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,1,TBK0241-0001,1,1,0,0,31.5,Closed,45,Retail,8,38.35,38.35,1,46011
33225,Sales Order,6277,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,6.85,Closed,45,Retail,8,38.35,38.35,0,46011
33226,Sales Order,6278,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,2,BAA0001,1,1,0,0,10,Closed,45,Retail,0,39.91,39.91,0,46025
33226,Sales Order,6278,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,1,TBK0010-0001,1,1,0,0,23.06,Closed,45,Retail,0,39.91,39.91,-1,46025
33226,Sales Order,6278,Retail:Online,5/11/2028,5/17/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,6.85,Closed,45,Retail,0,39.91,39.91,0,46025
33227,Sales Order,6279,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,4,BAA0001,1,1,0,0,10,Closed,45,Retail,8.15,73.35,73.35,0,46063
33227,Sales Order,6279,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,5,BAA0012,1,1,0,0,5,Closed,45,Retail,8.15,73.35,73.35,0,46063
33227,Sales Order,6279,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,1,ROD0001-0002,1,1,0,0,31.5,Closed,45,Retail,8.15,73.35,73.35,-3,46063
33227,Sales Order,6279,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,2,RVRP-1315,1,1,0,0,35,Closed,45,Retail,8.15,73.35,73.35,8,46063
33227,Sales Order,6279,Retail:Online,5/11/2028,5/17/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8.15,73.35,73.35,0,46063
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,7,BAA0001,5,5,0,0,10,Closed,45,Retail,0,146.25,146.25,0,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,3,ROD0025-0001,1,1,0,0,19.25,Closed,45,Retail,0,146.25,146.25,0,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,4,ROD0025-0002,1,1,0,0,19.25,Closed,45,Retail,0,146.25,146.25,1,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,5,ROD0025-0002,1,1,0,0,19.25,Closed,45,Retail,0,146.25,146.25,1,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,1,ROD0025-0004,1,1,0,0,19.25,Closed,45,Retail,0,146.25,146.25,0,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,2,ROD0025-0005,1,1,0,0,19.25,Closed,45,Retail,0,146.25,146.25,-1,46076
33228,Sales Order,6280,Retail:Online,5/11/2028,5/17/2028,Paypal,Free Shipping,6,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,0,146.25,146.25,0,46076
33229,Sales Order,6281,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,56.43,56.43,0,In Queue
33229,Sales Order,6281,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0200-0005-DG,1,1,0,0,39.38,Closed,45,Retail,0,56.43,56.43,0,In Queue
33229,Sales Order,6281,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,0,56.43,56.43,0,In Queue
33230,Sales Order,6282,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,4,BAA0001,1,1,0,0,10,Closed,45,Retail,8,62.13,62.13,0,In Queue
33230,Sales Order,6282,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,5,BAA0012,1,1,0,0,5,Closed,45,Retail,8,62.13,62.13,0,In Queue
33230,Sales Order,6282,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,DAC0741-0004,1,1,0,0,8,Closed,45,Retail,8,62.13,62.13,78,In Queue
33230,Sales Order,6282,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,TBK0200-0003,1,1,0,0,39.38,Closed,45,Retail,8,62.13,62.13,0,In Queue
33230,Sales Order,6282,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,Shipping & Handling,1,1,0,0,7.75,Closed,45,Retail,8,62.13,62.13,0,In Queue
33231,Sales Order,5836,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,1,DAC0133-0001,1,1,0,0,18,Closed,45,Retail,0,25.05,25.05,2,46062
33231,Sales Order,5836,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,7.05,Closed,45,Retail,0,25.05,25.05,0,46062
33232,Sales Order,6283,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,57.4,57.4,0,In Queue
33232,Sales Order,6283,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0170-0014,1,1,0,0,35,Closed,45,Retail,0,57.4,57.4,2,In Queue
33232,Sales Order,6283,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,12.4,Closed,45,Retail,0,57.4,57.4,0,In Queue
33233,Sales Order,6284,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,2,DAC0741-0015,1,1,0,0,8,Closed,45,Retail,8,67.5,67.5,75,46013
33233,Sales Order,6284,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,1,TBK0050-0001-BK,1,1,0,0,67.5,Closed,45,Retail,8,67.5,67.5,0,46013
33233,Sales Order,6284,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,8,67.5,67.5,0,46013
33234,Sales Order,6015,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,1,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,52.4,52.4,47,46008
33234,Sales Order,6015,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,2,RCJ0102-34WILD,1,1,0,0,40,Closed,45,Retail,8,52.4,52.4,0,46008
33234,Sales Order,6015,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,3,Shipping & Handling,1,1,0,0,12.4,Closed,45,Retail,8,52.4,52.4,0,46008
33235,Sales Order,6285,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,3,BAA0001,1,1,0,0,10,Closed,45,Retail,0,24.05,24.05,0,46039
33235,Sales Order,6285,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,1,DAC0120-0002,1,1,0,0,6.75,Closed,45,Retail,0,24.05,24.05,-1,46039
33235,Sales Order,6285,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,2,Shipping & Handling,1,1,0,0,7.3,Closed,45,Retail,0,24.05,24.05,0,46039
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,2,DAC0030-0001,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,3,DAC0030-0003,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,39,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,4,DAC0030-0004,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,2,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,5,DAC0033-3001,3,0,0,3,10,OPEN,40,Wholesale,0,657.5,0,10,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,6,DAC0033-3102,3,0,0,3,10,OPEN,40,Wholesale,0,657.5,0,11,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,7,DAC0033-3103,2,0,0,2,10,OPEN,40,Wholesale,0,657.5,0,9,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,8,DAC0101-0002,2,0,0,2,15,OPEN,40,Wholesale,0,657.5,0,28,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,9,DAC0101-0003,2,0,0,2,15,OPEN,40,Wholesale,0,657.5,0,11,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,10,DAC0105-0001,2,0,0,2,9,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,11,DAC0105-0002,2,0,0,2,9,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,12,DAC0107-0002,2,0,0,2,15,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,13,DAC0131-0001,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,6,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,14,DAC0131-0003,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,8,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,15,DAC0131-0004,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,16,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,16,DAC0132-0001,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,8,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,17,DAC0132-0002,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,18,DAC0132-0003,3,0,0,3,4,OPEN,40,Wholesale,0,657.5,0,25,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,19,DAC0165-0001,2,0,0,2,10,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,27,DAC0167-0016,2,0,0,2,19,OPEN,40,Wholesale,0,657.5,0,1,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,20,DAC0175-0016,2,0,0,2,32,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,22,TBK0172-0002-DG,2,0,0,2,20,OPEN,40,Wholesale,0,657.5,0,-1,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,23,TBK0172-0003-DG,2,0,0,2,20,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,1,TBK0200-0001-DG,1,0,0,1,17.5,OPEN,40,Wholesale,0,657.5,0,-1,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,25,TBK0216-0002,2,0,0,2,15,OPEN,40,Wholesale,0,657.5,0,2,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,26,TBK0216-0003,2,0,0,2,15,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,24,TBK0245-0001,2,0,0,2,17,OPEN,40,Wholesale,0,657.5,0,-3,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,28,UHS0017-0018-NH-MS,2,0,0,2,5,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,29,UHS0017-0019-NH-MS,2,0,0,2,5,OPEN,40,Wholesale,0,657.5,0,0,
33236,Sales Order,6286,Wholesale,5/12/2028,5/25/2028,Credit Card,UPS Ground,21,BRS-0006,2,0,0,2,5,OPEN,40,Wholesale,0,657.5,0,3745,
33237,Sales Order,5245,Promotional,5/12/2028,5/13/2028,Credit Card,UPS Ground,1,UHS0003-0004,1,1,0,0,17.68,Closed,37,Promotional,0,35.36,0,-1,46070
33237,Sales Order,5245,Promotional,5/12/2028,5/13/2028,Credit Card,UPS Ground,1,UHS0003-0004,1,1,0,0,17.68,Closed,37,Promotional,0,35.36,0,-1,46070
33238,Sales Order,4524,Wholesale,5/12/2028,5/13/2028,Net 60,Pick Up,1,RPH0030-0001-WP,1,1,0,0,45,Closed,15,Wholesale,0,45,0,1,45940
33239,Sales Order,4524,Wholesale,5/12/2028,5/13/2028,Net 60,Pick Up,2,BAA0001,1,1,0,0,3,Closed,41,Wholesale,0,48,0,0,45939
33239,Sales Order,4524,Wholesale,5/12/2028,5/13/2028,Net 60,Pick Up,1,RPH0030-0001-WP,1,1,0,0,45,Closed,41,Wholesale,0,48,0,1,45939
33240,Sales Order,2910,Promotional,5/12/2028,5/13/2028,Net 30,UPS Next Day,1,DAC0810-0002,1,1,0,0,52,Closed,37,Promotional,0,52,0,1,45984
33241,Sales Order,2215,Promotional,5/12/2028,5/24/2028,Net 30,UPS Ground,3,BAA0001,7,0,0,7,5,OPEN,7,Promotional,0,252.84,0,0,
33241,Sales Order,2215,Promotional,5/12/2028,5/24/2028,Net 30,UPS Ground,2,BAA0003,7,0,0,7,0.5,OPEN,7,Promotional,0,252.84,0,0,
33241,Sales Order,2215,Promotional,5/12/2028,5/24/2028,Net 30,UPS Ground,1,RCJ0027-0002,7,0,0,7,30.62,OPEN,7,Promotional,0,252.84,0,0,
33242,Sales Order,1194,Dropship,5/12/2028,5/19/2028,Net 30,UPS Ground,1,ROF0040-0404,1,0,0,EA,35,OPEN,6,,0,0,40.95,0,
33242,Sales Order,1194,Dropship,5/12/2028,5/19/2028,Net 30,UPS Ground,2,Drop Ship Charge,1,1,0,0,5.95,Closed,7,Dropship,0,40.95,0,0,In Queue
33243,Sales Order,3037,Dropship,5/12/2028,5/19/2028,Net 30,USPS Priority,2,BAA0001,1,1,0,0,8,Closed,7,Dropship,0,30.95,0,0,In Queue
33243,Sales Order,3037,Dropship,5/12/2028,5/19/2028,Net 30,USPS Priority,1,ROD0020-0001,1,1,0,0,17,Closed,7,Dropship,0,30.95,0,-1,In Queue
33243,Sales Order,3037,Dropship,5/12/2028,5/19/2028,Net 30,USPS Priority,3,Drop Ship Charge,1,1,0,0,5.95,Closed,7,Dropship,0,30.95,0,0,In Queue
33244,Sales Order,6077,Tradeshow/Promo,5/12/2028,5/12/2028,No Charge,USPS Priority,1,TBK0041-0155-WP,2,2,0,0,23.5,Closed,3,Tradeshow/Promo,0,47,0,1,46056
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,7,DAC0183-0002,2,0,0,2,15,OPEN,40,Wholesale,0,411,0,0,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,4,DAC0183-0015,2,0,0,2,15,OPEN,40,Wholesale,0,411,0,1,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,1,DAC0740-0006,10,0,0,10,2.5,OPEN,40,Wholesale,0,411,0,0,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,5,ROF0030-0202,2,0,0,2,55,OPEN,40,Wholesale,0,411,0,-2,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,2,ROF0030-1515,2,0,0,2,55,OPEN,40,Wholesale,0,411,0,0,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,6,TBK0170-0002,2,0,0,2,16,OPEN,40,Wholesale,0,411,0,92,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,3,TBK0170-0015,2,0,0,2,16,OPEN,40,Wholesale,0,411,0,0,
33245,Sales Order,7159,Wholesale,5/12/2028,5/24/2028,Credit Card,FedEx Ground,8,TBK0215-0002,2,0,0,2,21,OPEN,40,Wholesale,0,411,0,-2,
33246,Sales Order,4508,Promotional,5/12/2028,5/20/2028,Credit Card,UPS Ground,2,BAA0003,150,150,0,0,0.5,Closed,7,Promotional,0,592.5,0,0,In Queue
33246,Sales Order,4508,Promotional,5/12/2028,5/20/2028,Credit Card,UPS Ground,1,RCJ0128-0005,150,150,0,0,3.45,Closed,7,Promotional,0,592.5,0,0,In Queue
33247,Sales Order,6088,Promotional,5/12/2028,5/19/2028,Credit Card,UPS Ground,2,BAA0003,330,330,0,0,0.5,Closed,7,Promotional,0,1303.5,0,0,In Queue
33247,Sales Order,6088,Promotional,5/12/2028,5/19/2028,Credit Card,UPS Ground,1,RCJ0079-0002,330,330,0,0,3.45,Closed,7,Promotional,0,1303.5,0,0,In Queue
33248,Sales Order,722,Promotional,5/12/2028,5/13/2028,Credit Card,FedEx Priority,1,DAC0750-0014,2,2,0,0,16.64,Closed,7,Promotional,0,33.28,0,0,45983
33249,Sales Order,6287,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,4,BAA0001,1,1,0,0,10,Closed,45,Retail,8,68.6,68.6,0,In Queue
33249,Sales Order,6287,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,2,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,68.6,68.6,47,In Queue
33249,Sales Order,6287,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,1,TBK0130-0002,1,1,0,0,47.25,Closed,45,Retail,8,68.6,68.6,-1,In Queue
33249,Sales Order,6287,Retail:Online,5/12/2028,5/18/2028,Paypal,USPS Priority,3,Shipping & Handling,1,1,0,0,11.35,Closed,45,Retail,8,68.6,68.6,0,In Queue
33250,Sales Order,6288,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0080-0001,1,1,0,0,101.25,Closed,45,Retail,0,113.65,113.65,-1,46010
33250,Sales Order,6288,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,12.4,Closed,45,Retail,0,113.65,113.65,0,46010
33251,Sales Order,6289,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0170-0002,1,1,0,0,35,Closed,45,Retail,0,45.25,45.25,92,46047
33251,Sales Order,6289,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,10.25,Closed,45,Retail,0,45.25,45.25,0,46047
33252,Sales Order,6290,Retail:Online,5/12/2028,5/18/2028,Paypal,UPS 3-Day,4,BAA0001,2,2,0,0,10,Closed,45,Retail,8,168.46,168.46,0,In Queue
33252,Sales Order,6290,Retail:Online,5/12/2028,5/18/2028,Paypal,UPS 3-Day,5,BAA0012,1,1,0,0,5,Closed,45,Retail,8,168.46,168.46,0,In Queue
33252,Sales Order,6290,Retail:Online,5/12/2028,5/18/2028,Paypal,UPS 3-Day,2,DAC0741-0002,1,1,0,0,8,Closed,45,Retail,8,168.46,168.46,47,In Queue
33252,Sales Order,6290,Retail:Online,5/12/2028,5/18/2028,Paypal,UPS 3-Day,1,ROF0030-0202,1,1,0,0,123.75,Closed,45,Retail,8,168.46,168.46,-2,In Queue
33252,Sales Order,6290,Retail:Online,5/12/2028,5/18/2028,Paypal,UPS 3-Day,3,Shipping & Handling,1,1,0,0,19.71,Closed,45,Retail,8,168.46,168.46,0,In Queue
33253,Sales Order,8448,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,2,DAC0030-0002,1,1,0,0,9,Closed,45,Retail,9,67.5,67.5,1,46033
33253,Sales Order,8448,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,1,TBK0060-0002,1,1,0,0,67.5,Closed,45,Retail,9,67.5,67.5,-2,46033
33253,Sales Order,8448,Retail:Online,5/12/2028,5/18/2028,Credit Card,Free Shipping,3,Shipping & Handling,1,1,0,0,0,Closed,45,Retail,9,67.5,67.5,0,46033
33254,Sales Order,6291,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,3,BAA0001,2,2,0,0,10,Closed,45,Retail,0,64.45,64.45,0,In Queue
33254,Sales Order,6291,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,TBK0170-0001,1,1,0,0,35,Closed,45,Retail,0,64.45,64.45,93,In Queue
33254,Sales Order,6291,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,9.45,Closed,45,Retail,0,64.45,64.45,0,In Queue
33255,Sales Order,6292,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,1,ROD0001-0002,1,1,0,0,41.5,Closed,45,Retail,0,48.45,48.45,-3,In Queue
33255,Sales Order,6292,Retail:Online,5/12/2028,5/18/2028,Credit Card,USPS Priority,2,Shipping & Handling,1,1,0,0,6.95,Closed,45,Retail,0,48.45,48.45,0,In Queue
